ProjectId,ProjectName_june,SectorName_june,StateName_june,LineMinistry_june,COMPANYNAME_june,AgencyId_june,AgencyName_june,OriginalCost_june,RevisedCost_june,RevisedCostReason_june,Expenditure_june,SanctionDate_june,CreationDate_june,StartDate_june,OriginalEndDate_june,RevisedDate_june,RevisedDateReason_june,DELAYED_TIME_june,COST_OVERRUN_PERC_june,COST_OVERRUN_june,COR_PERC_june,TOR_PERC_june,PhysicalProgress_june,OnboardingDelay_june,Remarks_june,ProjectName_july,SectorName_july,StateName_july,LineMinistry_july,COMPANYNAME_july,AgencyId_july,AgencyName_july,OriginalCost_july,RevisedCost_july,RevisedCostReason_july,Expenditure_july,SanctionDate_july,CreationDate_july,StartDate_july,OriginalEndDate_july,RevisedDate_july,RevisedDateReason_july,DELAYED_TIME_july,COST_OVERRUN_PERC_july,COST_OVERRUN_july,COR_PERC_july,TOR_PERC_july,PhysicalProgress_july,OnboardingDelay_july,Remarks_july,physical_progress,original_cost,revised_cost,expenditure,cost_overrun,cost_overrun_perc,cost_ratio,expenditure_rate,months_since_sanction,months_to_anticipated_completion,execution_velocity,monsoon_overlap,SectorName_june_freq,LineMinistry_june_freq,COMPANYNAME_june_freq,predictive_risk_index,observed_velocity,required_velocity,recoverability_score
611864,AMALAGAMATED NTST KUJAMA OCP 8.5MTY,Coal,,Ministry of Coal,Bharat Coking Coal Limited (BCCL),0,,4012,,,414.97,04/01/2023,,,31/03/2030,,,0.0,0,0,,,31,0,,AMALAGAMATED NTST KUJAMA OCP 8.5MTY,Coal,,Ministry of Coal,Bharat Coking Coal Limited (BCCL),0,,4012,,,414.97,04/01/2023,,,31/03/2030,,,0,0,0,,,31,0,,31.0,4012.0,4012.0,414.97,0.0,0.0,1.0,0.10343220338983052,41.81997371879106,45.006570302233904,0.7412725844461902,3.0,0.06639722863741339,0.06986143187066975,0.0005773672055427252,4.147132734036989,0.0,1.5331094890510948,0.0
615185,AMALGAMATED DHANKASA & JAMUNIA,Coal,,Ministry of Coal,WCL - CIL,0,,399,,,117.0,19/09/2022,,,31/03/2027,,,0.0,0,0,,,67,0,,AMALGAMATED DHANKASA & JAMUNIA,Coal,,Ministry of Coal,WCL - CIL,0,,399,,,117.2,19/09/2022,,,31/03/2027,,,0,0,0,,,67,0,,67.0,399.0,399.0,117.0,0.0,0.0,1.0,0.2932330827067669,45.335085413929036,9.00131406044678,1.4778840579710146,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.227014881899514,0.0,3.6661313868613137,0.0
616050,AMALGAMATED INDER-KAMPTEE DEEP,Coal,,Ministry of Coal,WCL - CIL,0,,236,,,128.23,22/09/2018,,,31/03/2024,31/03/2027,,0.0,0,0,,,99,0,,AMALGAMATED INDER-KAMPTEE DEEP,Coal,,Ministry of Coal,WCL - CIL,0,,236,,,128.49,22/09/2018,,,31/03/2024,31/03/2027,,0,0,0,,,99,0,,99.0,236.0,236.0,128.23,0.0,0.0,1.0,0.5433474576271186,93.23258869908015,9.00131406044678,1.061860465116279,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.019219320250311,0.0,0.1110948905109489,0.0
400177,AMALGAMATED YEKONA I & YEKONA,Coal,,Ministry of Coal,WCL - CIL,0,,727,,,564.25,12/08/2015,,,31/03/2025,31/03/2027,,0.0,0,0,,,81,0,,AMALGAMATED YEKONA I & YEKONA,Coal,,Ministry of Coal,WCL - CIL,0,,727,,,564.25,12/08/2015,,,31/03/2025,31/03/2027,,0,0,0,,,81,0,,81.0,727.0,727.0,564.25,0.0,0.0,1.0,0.7761348005502063,130.58475689881735,9.00131406044678,0.6202867924528301,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.396131104742439,0.0,2.1108029197080294,0.0
613798,AMERA OC RCE [1.0 MTY],Coal,,Ministry of Coal,SECL - CIL,0,,336,,,91.76,04/02/2015,,,31/03/2026,,,0.0,0,0,,,42,0,,AMERA OC RCE [1.0 MTY],Coal,,Ministry of Coal,SECL - CIL,0,,336,,,91.91,04/02/2015,,,31/03/2026,,,0,0,0,,,42,0,,42.0,336.0,336.0,91.76,0.0,0.0,1.0,0.2730952380952381,136.79369250985545,1.0,0.30703170028818444,0.0,0.06639722863741339,0.06986143187066975,0.008660508083140877,4.85975217952914,0.0,58.0,0.0
613799,AMGAON OC RCE [1.0 MTY],Coal,,Ministry of Coal,SECL - CIL,0,,316,,,192.9,25/07/2015,,,31/03/2026,,,0.0,0,0,,,79,0,,AMGAON OC RCE [1.0 MTY],Coal,,Ministry of Coal,SECL - CIL,0,,316,,,193.0,25/07/2015,,,31/03/2026,,,0,0,0,,,79,0,,79.0,316.0,316.0,192.9,0.0,0.0,1.0,0.6104430379746836,131.17608409986858,1.0,0.6022439268720261,0.0,0.06639722863741339,0.06986143187066975,0.008660508083140877,5.789749649713414,0.0,21.0,0.0
615916,AMLG GAURI PAUNI EXPANSION OC,Coal,,Ministry of Coal,WCL - CIL,0,,1225,,,91.83,26/04/2024,,,31/03/2030,,,0.0,0,0,,,4,0,,AMLG GAURI PAUNI EXPANSION OC,Coal,,Ministry of Coal,WCL - CIL,0,,1225,,,92.02,26/04/2024,,,31/03/2030,,,0,0,0,,,4,0,,4.0,1225.0,1225.0,91.83,0.0,0.0,1.0,0.07496326530612245,26.116951379763467,45.006570302233904,0.15315723270440254,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.076514104297961,0.0,2.133021897810219,0.0
616233,BALABHADRA OCP,Coal,,Ministry of Coal,MCL - CIL,0,,978,,,251.55,19/04/2023,,,31/03/2030,,,0.0,0,0,,,18,0,,BALABHADRA OCP,Coal,,Ministry of Coal,MCL - CIL,0,,978,,,461.54,19/04/2023,,,31/03/2030,,,0,0,0,,,19,0,,18.0,978.0,978.0,251.55,0.0,0.0,1.0,0.25720858895705523,38.370565045992116,45.006570302233904,0.4691095890410959,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.126837871968612,1.0,1.821956204379562,54.88606134418769
400183,BALARAM EXPANSION OCP,Coal,,Ministry of Coal,Mahanadi Coalfields Limited [MCL],0,,3504,,,961.2,04/08/2020,,,31/03/2029,,,0.0,0,0,,,58,0,,BALARAM EXPANSION OCP,Coal,,Ministry of Coal,Mahanadi Coalfields Limited [MCL],0,,3504,,,963.81,04/08/2020,,,31/03/2029,,,0,0,0,,,62,0,,58.0,3504.0,3504.0,961.2,0.0,0.0,1.0,0.2743150684931507,70.82785808147175,33.01576872536137,0.818886827458256,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.784523250083123,4.0,1.2721194029850746,100.0
615330,BALLARPUR NORTH WEST OC MINE,Coal,,Ministry of Coal,WCL - CIL,0,,361,,,26.97,16/12/2022,,,31/03/2029,,,0.0,0,0,,,5,0,,BALLARPUR NORTH WEST OC MINE,Coal,,Ministry of Coal,WCL - CIL,0,,361,,,26.97,16/12/2022,,,31/03/2029,,,0,0,0,,,5,0,,5.0,361.0,361.0,26.97,0.0,0.0,1.0,0.07470914127423822,42.44415243101182,33.01576872536137,0.11780185758513934,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.568112827149207,0.0,2.877412935323383,0.0
400149,BAROUD OC EXPANSION [3.0-10.0M,Coal,,Ministry of Coal,South Eastern Coalfields Limited [SECL],0,,2310,,,1007.09,04/08/2020,,,31/03/2029,,,0.0,0,0,,,56,0,,BAROUD OC EXPANSION [3.0-10.0M,Coal,,Ministry of Coal,SECL - CIL,0,,2310,,,1039.65,04/08/2020,,,31/03/2029,,,0,0,0,,,56,0,,56.0,2310.0,2310.0,1007.09,0.0,0.0,1.0,0.435969696969697,70.82785808147175,33.01576872536137,0.7906493506493507,3.0,0.06639722863741339,0.06986143187066975,0.0017321016166281756,4.364049065102595,0.0,1.3326965174129353,0.0
400392,BHARATPUR RE-ORGANIZATION OCP,Coal,,Ministry of Coal,Mahanadi Coalfields Limited [MCL],0,,2839,,,1713.38,12/11/2018,,,31/03/2029,,,0.0,0,0,,,53,0,,BHARATPUR RE-ORGANIZATION OCP,Coal,,Ministry of Coal,MCL - CIL,0,,2839,,,1716.58,12/11/2018,,,31/03/2029,,,0,0,0,,,54,0,,53.0,2839.0,2839.0,1713.38,0.0,0.0,1.0,0.6035153222965833,91.55716162943494,33.01576872536137,0.5788733405095084,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.725144301811166,1.0,1.4235621890547263,70.24631643693908
400033,BHATADI EXPANSION OC,Coal,,Ministry of Coal,WCL - CIL,0,,581,,,112.17,11/02/2020,,,31/03/2028,,,0.0,0,0,,,34,0,,BHATADI EXPANSION OC,Coal,,Ministry of Coal,WCL - CIL,0,,581,,,112.17,11/02/2020,,,31/03/2028,,,0,0,0,,,34,0,,34.0,581.0,581.0,112.17,0.0,0.0,1.0,0.19306368330464715,76.57687253613666,21.02496714848883,0.443998283998284,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.608321584321105,0.0,3.139125,0.0
616231,BHUBANESWARI EXPN OCP 50 MTY,Coal,,Ministry of Coal,MCL - CIL,0,,5366,,,477.43,26/03/2024,,,31/03/2033,,,0.0,0,0,,,34,0,,BHUBANESWARI EXPN OCP 50 MTY,Coal,,Ministry of Coal,MCL - CIL,0,,5366,,,477.73,26/03/2024,,,31/03/2033,,,0,0,0,,,34,0,,34.0,5366.0,5366.0,477.43,0.0,0.0,1.0,0.0889731643682445,27.135348226018397,81.01182654402102,1.2529782082324454,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.042517751727155,0.0,0.8146958637469587,0.0
400369,BINA KAKRI AMALGAMATION EXPANS,Coal,,Ministry of Coal,NCL - CIL,0,,836,,,914.9,25/08/2020,,,31/03/2024,31/03/2027,,0.0,0,0,,,92,0,,BINA KAKRI AMALGAMATION EXPANS,Coal,,Ministry of Coal,NCL - CIL,0,,836,,,917.1,25/08/2020,,,31/03/2024,31/03/2027,,0,0,0,,,92,0,,92.0,836.0,836.0,914.9,0.0,0.0,1.0,1.094377990430622,70.13797634691196,9.00131406044678,1.3117002341920376,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.164824732588512,0.0,0.8887591240875912,0.0
400162,BLOCK B EXPANSION  [3.5 TO 8.0,Coal,,Ministry of Coal,NCL - CIL,0,,999,,,684.46,22/07/2019,,,31/03/2023,31/03/2027,,0.0,0,0,,,51,0,,BLOCK B EXPANSION  [3.5 TO 8.0,Coal,,Ministry of Coal,NCL - CIL,0,,999,,,545.34,22/07/2019,,,31/03/2023,31/03/2027,,0,0,0,,,51,0,,51.0,999.0,999.0,684.46,0.0,0.0,1.0,0.6851451451451451,83.27858081471747,9.00131406044678,0.6124023668639054,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.301878520693625,0.0,5.443649635036496,0.0
616253,BLOCK E OCP,Coal,,Ministry of Coal,BCCL - CIL,0,,5851,,,20.32,26/03/2024,,,31/03/2029,,,0.0,0,0,,,4,0,,BLOCK E OCP,Coal,,Ministry of Coal,BCCL - CIL,0,,5851,,,20.32,26/03/2024,,,31/03/2029,,,0,0,0,,,4,0,,4.0,5851.0,5851.0,20.32,0.0,0.0,1.0,0.00347291061357033,27.135348226018397,33.01576872536137,0.147409200968523,3.0,0.06639722863741339,0.06986143187066975,0.0017321016166281756,5.832915930564711,0.0,2.907701492537313,0.0
400180,BONJEMEHARI EXPANSION OCP,Coal,,Ministry of Coal,Eastern Coal Fields Limited [ECL],0,,570,570.11,,88.96,10/08/2021,,,31/03/2026,31/03/2030,,0.0,0,0,,,17,0,,BONJEMEHARI EXPANSION OCP,Coal,,Ministry of Coal,Eastern Coal Fields Limited [ECL],0,,570,570.11,,98.58,10/08/2021,,,31/03/2026,31/03/2030,,0,0,0,,,17,0,,17.0,570.0,570.11,88.96,0.0,0.0,1.0001929824561404,0.15604006244408972,58.63994743758212,45.006570302233904,0.28990476190476194,3.0,0.06639722863741339,0.06986143187066975,0.0017321016166281756,4.097944865389688,0.0,1.8441751824817518,0.0
400138,CHANDRAGUPT OCP,Coal,,Ministry of Coal,CCL - CIL,0,,974,,,772.12,04/08/2020,,,31/03/2032,,,0.0,0,0,,,25,0,,CHANDRAGUPT OCP,Coal,,Ministry of Coal,CCL - CIL,0,,974,,,772.12,04/08/2020,,,31/03/2032,,,0,0,0,,,25,0,,25.0,974.0,974.0,772.12,0.0,0.0,1.0,0.7927310061601642,70.82785808147175,69.02102496714849,0.3529684601113173,3.0,0.06639722863741339,0.06986143187066975,0.005773672055427252,4.104437178659196,0.0,1.0866254164683484,0.0
400172,CHITRA EAST OC,Coal,,Ministry of Coal,ECL - CIL,0,,514,,,274.28,11/08/2018,,,31/03/2026,31/03/2028,,0.0,0,0,,,53,0,,CHITRA EAST OC,Coal,,Ministry of Coal,ECL - CIL,0,,514,,,276.0,11/08/2018,,,31/03/2026,31/03/2028,,0,0,0,,,53,0,,53.0,514.0,514.0,274.28,0.0,0.0,1.0,0.5336186770428015,94.61235216819973,21.02496714848883,0.5601805555555556,3.0,0.06639722863741339,0.06986143187066975,0.005773672055427252,4.329479336190658,0.0,2.2354375,0.0
616225,CHUPERBHITA SIMLONG OCP MDO 6,Coal,,Ministry of Coal,ECL - CIL,0,,979,,,0.0,29/12/2023,,,31/03/2037,,,0.0,0,0,,,0,0,,CHUPERBHITA SIMLONG OCP MDO 6,Coal,,Ministry of Coal,ECL - CIL,0,,979,,,0.0,29/12/2023,,,31/03/2037,,,0,0,0,,,0,0,,0.0,979.0,979.0,0.0,0.0,0.0,1.0,0.0,30.02628120893561,129.00788436268067,0.0,3.0,0.06639722863741339,0.06986143187066975,0.005773672055427252,4.086676452217011,0.0,0.7751464222052458,0.0
400353,DHUPTALA OC [SASTI UG TO OC ],Coal,,Ministry of Coal,WCL - CIL,0,,711,,,174.66,12/02/2019,,,31/03/2028,,,0.0,0,0,,,19,0,,DHUPTALA OC [SASTI UG TO OC ],Coal,,Ministry of Coal,WCL - CIL,0,,711,,,174.66,12/02/2019,,,31/03/2028,,,0,0,0,,,19,0,,19.0,711.0,711.0,174.66,0.0,0.0,1.0,0.24565400843881857,88.53482260183968,21.02496714848883,0.21460482374768092,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.547749639640695,0.0,3.8525625,0.0
400178,DINESH[MAKARDHOKRA-III] OC,Coal,,Ministry of Coal,WCL - CIL,0,,823,,,791.48,11/02/2020,,,31/03/2027,,,0.0,0,0,,,41,0,,DINESH[MAKARDHOKRA-III] OC,Coal,,Ministry of Coal,WCL - CIL,0,,823,,,792.0,11/02/2020,,,31/03/2027,,,0,0,0,,,41,0,,41.0,823.0,823.0,791.48,0.0,0.0,1.0,0.9617010935601459,76.57687253613666,9.00131406044678,0.5354096954096954,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.401151371185042,0.0,6.554598540145985,0.0
400354,DIPKA EXPANSION OCP [40 MTY],Coal,,Ministry of Coal,South Eastern Coalfields Limited [SECL],0,,5241,,,2939.33,24/12/2020,,,31/03/2029,,,0.0,0,0,,,39,0,,DIPKA EXPANSION OCP [40 MTY],Coal,,Ministry of Coal,SECL - CIL,0,,5241,,,2941.23,24/12/2020,,,31/03/2029,,,0,0,0,,,39,0,,39.0,5241.0,5241.0,2939.33,0.0,0.0,1.0,0.5608338103415379,66.16294349540078,33.01576872536137,0.5894538232373386,3.0,0.06639722863741339,0.06986143187066975,0.0017321016166281756,4.635784768525506,0.0,1.8476019900497511,0.0
400156,EPR AMRAPALI OCP,Coal,,Ministry of Coal,CCL - CIL,0,,4984,,,1811.77,11/02/2020,,,31/03/2028,,,0.0,0,0,,,44,0,,EPR AMRAPALI OCP,Coal,,Ministry of Coal,CCL - CIL,0,,4984,,,1838.82,11/02/2020,,,31/03/2028,,,0,0,0,,,44,0,,44.0,4984.0,4984.0,1811.77,0.0,0.0,1.0,0.3635172552166934,76.57687253613666,21.02496714848883,0.5745860145860145,3.0,0.06639722863741339,0.06986143187066975,0.005773672055427252,4.976382741814989,0.0,2.6635,0.0
400155,EPR ASHOK OC,Coal,,Ministry of Coal,Ministry of Coal,0,,2821,,,186.02,10/05/2021,,,31/03/2031,,,0.0,0,0,,,28,0,,EPR ASHOK OC,Coal,,Ministry of Coal,Ministry of Coal,0,,2821,,,186.02,10/05/2021,,,31/03/2031,,,0,0,0,,,28,0,,28.0,2821.0,2821.0,186.02,0.0,0.0,1.0,0.06594115561857497,61.662286465177395,56.99737187910644,0.45408630793819926,3.0,0.06639722863741339,0.06986143187066975,0.004618937644341801,4.12719193581063,0.0,1.2632161383285303,0.0
400154,EPR PUNDI OCP,Coal,,Ministry of Coal,Ministry of Coal,0,,640,,,236.58,11/11/2020,,,31/03/2027,,,0.0,0,0,,,11,0,,EPR PUNDI OCP,Coal,,Ministry of Coal,Ministry of Coal,0,,640,,,14.78,11/11/2020,,,31/03/2027,,,0,0,0,,,11,0,,11.0,640.0,640.0,236.58,0.0,0.0,1.0,0.36965625,67.57555847568987,9.00131406044678,0.16278074866310163,3.0,0.06639722863741339,0.06986143187066975,0.004618937644341801,4.519278384622664,0.0,9.887445255474452,0.0
400153,EPR ROHINI - KARKETTA OCP,Coal,,Ministry of Coal,Ministry of Coal,0,,996,,,85.34,18/01/2021,,,31/03/2028,,,0.0,0,0,,,24,0,,EPR ROHINI - KARKETTA OCP,Coal,,Ministry of Coal,Ministry of Coal,0,,996,,,85.34,18/01/2021,,,31/03/2028,,,0,0,0,,,24,0,,24.0,996.0,996.0,85.34,0.0,0.0,1.0,0.08568273092369479,65.34165571616295,21.02496714848883,0.3673001508295626,3.0,0.06639722863741339,0.06986143187066975,0.004618937644341801,4.616288862333487,0.0,3.61475,0.0
615331,GADEGAON OC 3 MTY,Coal,,Ministry of Coal,WCL - CIL,0,,497,,,86.72,28/10/2023,,,31/03/2030,,,0.0,0,0,,,2,0,,GADEGAON OC 3 MTY,Coal,,Ministry of Coal,WCL - CIL,0,,497,,,95.69,28/10/2023,,,31/03/2030,,,0,0,0,,,2,0,,2.0,497.0,497.0,86.72,0.0,0.0,1.0,0.17448692152917505,32.06307490144547,45.006570302233904,0.06237704918032787,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.099283731038845,0.0,2.1774598540145984,0.0
615206,GANDHIGRAM UG MINE,Coal,,Ministry of Coal,WCL - CIL,0,,414,,,22.16,31/08/2019,,,31/03/2026,31/03/2027,,0.0,0,0,,,57,0,,GANDHIGRAM UG MINE,Coal,,Ministry of Coal,WCL - CIL,0,,414,,,28.54,31/08/2019,,,31/03/2026,31/03/2027,,0,0,0,,,57,0,,57.0,414.0,414.0,22.16,0.0,0.0,1.0,0.05352657004830918,81.96452036793693,9.00131406044678,0.6954228456913828,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.890477330356907,0.0,4.777080291970803,0.0
615917,GAURIDEEP/GAURI CENTRAL OCP 7.,Coal,,Ministry of Coal,WCL - CIL,0,,973,,,1.55,08/08/2023,,,31/03/2030,,,0.0,0,0,,,2,0,,GAURIDEEP/GAURI CENTRAL OCP 7.,Coal,,Ministry of Coal,WCL - CIL,0,,973,,,1.55,08/08/2023,,,31/03/2030,,,0,0,0,,,2,0,,2.0,973.0,973.0,1.55,0.0,0.0,1.0,0.0015930113052415212,34.72404730617608,45.006570302233904,0.05759697256385998,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.089243134771416,0.0,2.1774598540145984,0.0
400424,GEVRA OC [70 MTY],Coal,,Ministry of Coal,SECL - CIL,0,,11816,,,6960.23,05/03/2016,,,31/03/2023,31/03/2027,,0.0,0,0,,,78,0,,GEVRA OC [70 MTY],Coal,,Ministry of Coal,SECL - CIL,0,,11816,,,7825.46,05/03/2016,,,31/03/2023,31/03/2027,,0,0,0,,,78,0,,78.0,11816.0,11816.0,6960.23,0.0,0.0,1.0,0.5890512863913338,123.8173455978975,9.00131406044678,0.6299602016449987,3.0,0.06639722863741339,0.06986143187066975,0.008660508083140877,4.537592309766095,0.0,2.444087591240876,0.0
615914,GHONSA EXPANSION DEEP OC MINE,Coal,,Ministry of Coal,WCL - CIL,0,,185,,,15.72,23/03/2021,,,31/03/2029,,,0.0,0,0,,,13,0,,GHONSA EXPANSION DEEP OC MINE,Coal,,Ministry of Coal,WCL - CIL,0,,185,,,15.72,23/03/2021,,,31/03/2029,,,0,0,0,,,13,0,,13.0,185.0,185.0,15.72,0.0,0.0,1.0,0.08497297297297297,63.23915900131406,33.01576872536137,0.20556883116883118,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.620783675652191,0.0,2.6351044776119403,0.0
615860,Godavarikhani Coal Mine - 5,Coal,,Ministry of Coal,Singareni Collieries Company Limited [SCCL],0,,607,,,200.83,01/07/2019,,,31/03/2025,31/03/2026,,0.0,0,0,,,71,0,,Godavarikhani Coal Mine - 5,Coal,,Ministry of Coal,Singareni Collieries Company Limited [SCCL],0,,607,,,201.0,01/07/2019,,,31/03/2025,31/03/2026,,0,0,0,,,71,0,,71.0,607.0,607.0,200.83,0.0,0.0,1.0,0.3308566721581549,83.96846254927726,1.0,0.8455555555555556,0.0,0.06639722863741339,0.06986143187066975,0.004618937644341801,7.825367724813441,0.0,29.0,0.0
615192,GOKUL EXTENSION OC MINE,Coal,,Ministry of Coal,WCL - CIL,0,,310,,,62.31,23/04/2021,,,31/03/2026,31/03/2027,,0.0,0,0,,,8,0,,GOKUL EXTENSION OC MINE,Coal,,Ministry of Coal,WCL - CIL,0,,310,,,62.31,23/04/2021,,,31/03/2026,31/03/2027,,0,0,0,,,8,0,,8.0,310.0,310.0,62.31,0.0,0.0,1.0,0.201,62.22076215505913,9.00131406044678,0.12857444561774026,3.0,0.06639722863741339,0.06986143187066975,0.018475750577367205,4.905549166458253,0.0,10.2207299270073,0.0
615862,Goleti Opencast Mine,Coal,,Ministry of Coal,Singareni Collieries Company Limited [SCCL],0,,346,,,111.94,01/07/2021,,,31/03/2026,,,0.0,0,0,,,33,0,,Goleti Opencast Mine,Coal,,Ministry of Coal,Singareni Collieries Company Limited [SCCL],0,,346,,,111.94,01/07/2021,,,31/03/2026,,,0,0,0,,,33,0,,33.0,346.0,346.0,111.94,0.0,0.0,1.0,0.32352601156069366,59.95400788436268,1.0,0.5504219178082191,0.0,0.06639722863741339,0.06986143187066975,0.004618937644341801,6.014113374194316,0.0,67.0,0.0
400185,GOPALJI KANIHA OCP [10 TO 30 M,Coal,,Ministry of Coal,MCL - CIL,0,,8416,6107.87,,1776.83,25/04/2022,,,31/03/2030,,,0.0,0,0,,,36,0,,GOPALJI KANIHA OCP [10 TO 30 M,Coal,,Ministry of Coal,MCL - CIL,0,,8416,6107.87,,1777.54,25/04/2022,,,31/03/2030,,,0,0,0,,,36,0,,36.0,8416.0,6107.87,1776.83,0.0,0.0,0.7257450095057034,0.29090828717703554,50.16425755584757,45.006570302233904,0.7176424361493123,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.074174487545897,0.0,1.422014598540146,0.0
616232,HINGULA II OC EXPN PH III 15 M,Coal,,Ministry of Coal,MCL - CIL,0,,1562,,,279.32,07/11/2022,,,31/03/2029,,,0.0,0,0,,,31,0,,HINGULA II OC EXPN PH III 15 M,Coal,,Ministry of Coal,MCL - CIL,0,,1562,,,284.22,07/11/2022,,,31/03/2029,,,0,0,0,,,34,0,,31.0,1562.0,1562.0,279.32,0.0,0.0,1.0,0.17882202304737516,43.72536136662286,33.01576872536137,0.7089706987227649,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.570627239453831,3.0,2.089910447761194,100.0
400018,HURA C OCP,Coal,,Ministry of Coal,ECL - CIL,0,,859,,,455.95,10/08/2022,,,31/03/2029,,,0.0,0,0,,,63,0,,HURA C OCP,Coal,,Ministry of Coal,Eastern Coal Fields Limited [ECL],0,,859,,,455.95,10/08/2022,,,31/03/2029,,,0,0,0,,,63,0,,63.0,859.0,859.0,455.95,0.0,0.0,1.0,0.5307916181606519,46.64914586070959,33.01576872536137,1.3505070422535213,3.0,0.06639722863741339,0.06986143187066975,0.005773672055427252,4.176124867596829,0.0,1.1206766169154228,0.0
615861,Indaram Opencast Project,Coal,,Ministry of Coal,Singareni Collieries Company Limited [SCCL],0,,425,,,408.29,01/08/2017,,,31/03/2025,31/03/2026,,0.0,0,0,,,81,0,,Indaram Opencast Project,Coal,,Ministry of Coal,Singareni Collieries Company Limited [SCCL],0,,425,,,408.69,01/08/2017,,,31/03/2025,31/03/2026,,0,0,0,,,81,0,,81.0,425.0,425.0,408.29,0.0,0.0,1.0,0.9606823529411765,106.9316688567674,1.0,0.7574930875576038,0.0,0.06639722863741339,0.06986143187066975,0.004618937644341801,5.336493973651417,0.0,19.0,0.0
616226,INTEGRATED KULDA GARJANBAHAL O,Coal,,Ministry of Coal,MCL - CIL,0,,3564,,,652.7,19/04/2023,,,31/03/2033,,,0.0,0,0,,,10,0,,INTEGRATED KULDA GARJANBAHAL O,Coal,,Ministry of Coal,MCL - CIL,0,,3564,,,692.76,19/04/2023,,,31/03/2033,,,0,0,0,,,10,0,,10.0,3564.0,3564.0,652.7,0.0,0.0,1.0,0.18313692480359148,38.370565045992116,81.01182654402102,0.2606164383561644,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.153082744770878,0.0,1.1109489051094892,0.0
400187,INTEGRATED LAKHANPUR-BELPAHAR-,Coal,,Ministry of Coal,Mahanadi Coalfields Limited [MCL],0,,2435,,,2030.9,22/05/2018,,,31/03/2027,,,0.0,0,0,,,82,0,,INTEGRATED LAKHANPUR-BELPAHAR-,Coal,,Ministry of Coal,MCL - CIL,0,,2435,,,2133.7,22/05/2018,,,31/03/2027,,,0,0,0,,,83,0,,82.0,2435.0,2435.0,2030.9,0.0,0.0,1.0,0.8340451745379878,97.27332457293035,9.00131406044678,0.842985477879095,3.0,0.06639722863741339,0.06986143187066975,0.002886836027713626,4.462842358866273,1.0,1.9997080291970804,50.007300335815444
612816,ITAPARA OCP,Coal,,Ministry of Coal,ECL - CIL,0,,929,,,132.43,29/12/2023,,,31/03/2030,,,0.0,0,0,,,8,0,,ITAPARA OCP,Coal,,Ministry of Coal,Eastern Coal Fields Limited [ECL],0,,929,,,132.43,29/12/2023,,,31/03/2030,,,0,0,0,,,8,0,,8.0,929.0,929.0,132.43,0.0,0.0,1.0,0.14255113024757804,30.02628120893561,45.006570302233904,0.2664332603938731,3.0,0.06639722863741339,0.06986143187066975,0.005773672055427252,4.152562899626043,0.0,2.04414598540146,0.0
616236,JARANGDIH EXPN. OCP 1.5 MTY,Coal,,Ministry of Coal,CCL - CIL,0,,414,,,85.6,03/02/2020,,,31/03/2029,,,0.0,0,0,,,33,0,,JARANGDIH EXPN. OCP 1.5 MTY,Coal,,Ministry of Coal,CCL - CIL,0,,372,,,85.6,03/02/2020,,,31/03/2029,,,0,0,0,,,33,0,,33.0,414.0,414.0,85.6,0.0,0.0,1.0,0.20676328502415459,76.83968462549277,33.01576872536137,0.4294655835827277,3.0,0.06639722863741339,0.06986143187066975,0.005773672055427252,4.655999571376947,0.0,2.029333333333333,0.0
615818,Jawahar Khani Open Cast Mine,Coal,,Ministry of Coal,Singareni Collieries Company Limited [SCCL],0,,298,,,50.39,01/12/2021,,,31/03/2025,31/03/2027,,0.0,0,0,,,20,0,,Jawahar Khani Open Cast Mine,Coal,,Ministry of Coal,Singareni Collieries Company Limited [SCCL],0,,298,,,50.39,01/12/2021,,,31/03/2025,31/03/2027,,0,0,0,,,20,0,,20.0,298.0,298.0,50.39,0.0,0.0,1.0,0.16909395973154362,54.92772667542707,9.00131406044678,0.36411483253588517,3.0,0.06639722863741339,0.06986143187066975,0.004618937644341801,4.808235709285431,0.0,8.887591240875912,0.0
